1175.82,1175.82,0,910
1388.41,1388.41,0,0
1107.85,1088.4,0,0
1549.23,1549.23,0,0
2134.23,2015.51,0,2340
1410.94,1410.94,0,0
848.73,848.73,0,0
999.36,999.36,0,0
2447.7,2447.7,0,0
1298.78,1298.78,0,0
2042.49,2042.49,0,0
481.8,481.8,0,0
1506.43,1442.86,0,1382.641
722.54,722.54,0,325
708.43,708.43,1,260
605.87,605.87,0,260
944.58,944.58,0,0
1094.21,1094.21,0,0
3952.02,3952.02,0,0
1305.51,1247.85,0,0
1365.07,1365.07,1,1300
3302.06,3302.06,0,0
3204.46,2874.82,0,0
3524.07,2437.73,0,3900
639.76,639.76,0,0
4029.51,1428.49,1,4680
850.68,850.68,0,0
1257.6,1199.94,0,1114.958
2964.79,2661.4,0,0
3904.39,3904.39,0,0
2394.09,2394.09,0,2665
4982.69,4456.13,0,0
2331.01,1260.81,1,2404.402
734.54,734.54,0,390
2890.57,2618.7,0,0
2416.68,2238.37,0,0
4382.37,4382.37,0,0
660.94,655.82,1,396.656
1305.49,1305.49,0,0
3525.85,3328.21,0,0
1695.29,1605.62,0,0
3469.39,3469.39,0,0
872.35,872.35,0,0
958.36,958.36,0,0
951.42,951.42,0,0
1250.39,1250.39,0,0
1456.07,1456.07,0,0
2514.89,1499.84,0,2600
3769.12,3373.84,0,0
1992.63,1873.52,0,0
1297.02,1297.02,0,0
3731.45,3336.17,0,0
4369.16,4369.16,0,0
1517.58,1438.57,1,1532.713
3847.02,3451.74,0,0
2024.9,1925.72,0,0
3546.04,1574.3,0,3972.657
1644.01,1617.52,0,0
2156.79,559.42,1,2340
4249.18,3941.9,0,4949.464
3390.49,3390.49,0,0
3795.91,3400.63,0,0
3453.2,3453.2,0,0
1370.02,1370.02,0,0
817.17,817.17,0,520
3946.84,1509.03,0,4485
928.78,428.78,0,780
1992.96,1992.96,0,1950
1714.84,915.09,1,1690
2373.95,2373.95,0,0
2961.05,1221.36,1,3250
1455.28,1455.28,0,0
621.45,621.45,0,195
826.71,826.71,0,520
3524.9,3524.9,0,3900
957.53,946.35,0,664.534
2986.76,2689.94,0,3310.866
4340.75,4340.75,0,0
1646.59,1646.59,0,0
1237.46,1237.46,0,0
4948.38,4421.82,0,0
1925.29,1416.53,1,2003.729
3521.78,2295.57,1,3900
3252.46,2922.82,0,0
571.06,571.06,0,0
573.11,573.11,0,0
1112.68,1062.12,0,0
1680.8,1654.31,0,0
1680.1,1600.61,0,0
1292.31,1292.31,1,1235
1778.95,1732.64,0,0
2394.91,1774.15,0,2571.803
2999.14,1234.77,1,3384.407
1280.69,1280.69,0,1040
3381.01,3381.01,0,0
2094.67,1962.43,0,0
671.39,671.39,1,390
529.18,529.18,0,130
2598.74,2022.74,0,2828.8
3192.88,2863.24,0,0
1224.1,1211.61,1,991.237
965.68,965.68,0,0
859.66,859.66,0,0
890.65,890.65,1,650
1825.19,1729.68,0,0
1666.59,1119.95,1,1690
2196.48,612.61,0,2428.998
1890.32,1548.62,0,1950
1715.07,849.67,0,1689.168
3816.18,3420.9,0,0
1273.91,1256.16,0,0
2528.47,2363.47,0,0
3868.37,3473.09,0,0
3261.72,1029.13,0,3678.532
1423.6,1423.6,0,0
1499.83,1483.24,0,0
623.01,623.01,0,0
1204.1,1204.1,0,0
3833.59,3438.31,0,0
1135.73,1135.73,0,0
1096.84,1096.84,0,0
3869.34,3474.06,0,0
804.88,782.18,0,0
2673.27,1382.62,0,2828.8
1270.39,1243.78,0,1074.593
2079.22,1404.94,0,2078.934
552.77,552.77,0,0
1393.8,1393.8,0,0
2414.87,2414.87,0,0
1093.71,1082.03,0,0
1536.16,1469.8,0,0
543.44,543.44,0,0
2659.2,2461.2,0,0
1076.23,1076.23,1,780
763.59,763.59,0,0
1540.38,1540.38,0,1560
1135.64,1112.24,0,0
1191.18,1140.62,0,0
3733.48,3338.2,0,0
957.65,940.94,0,0
2520.08,2520.08,0,2665
587.21,576.82,0,0
1467.63,1412.33,0,0
2029.69,1910.14,0,2170.415
1379.85,1346.67,1,1343.134
1591.64,1555.18,0,0
4960.89,4434.33,0,0
1501.59,1501.59,0,0
1057.38,1057.38,0,0
486.14,486.14,0,195
2121.82,1989.58,0,2121.912
1395.32,1395.32,0,0
3520.33,3388.57,0,0
2426.1,1895.3,0,2600
1237.97,1237.97,0,1040
1143.84,841.16,1,845
625.09,625.09,0,260
783.71,768.39,0,0
3331.76,3331.76,0,0
4898.99,4372.43,0,0
694.4,694.4,0,0
692.29,375.25,0,455
1315.67,1315.67,0,0
1525.9,1465.13,0,0
2122.65,2122.65,0,0
2147.63,2015.39,0,0
595.28,595.28,0,260
849.54,849.54,0,455
1985.4,1252.99,1,1950
2476.12,2344.12,0,0
2108.09,1292.57,1,2121.912
491.17,491.17,0,0
608.5,604.23,0,330.551
3136.6,3136.6,0,0
1281.27,1281.27,0,0
816.1,809.3,0,0
780.44,780.44,0,0
3799.6,3404.32,0,0
853.74,853.74,0,650
3761.59,3366.31,0,0
2531.29,2333.29,0,0
1380.37,1363.78,0,0
554.48,554.48,0,260
1253.59,1253.59,0,1040
2533.31,2335.31,0,0
1724.85,1638.74,0,0
947.82,667.67,0,746.915
2570.81,1601.8,0,2771.6
1196.98,1196.98,0,0
2491.05,2491.05,0,2600
2073.99,1974.81,0,0
1162.32,1162.32,0,0
997.6,997.6,0,650
667.25,667.25,0,0
1181.25,1154.02,0,0
2981.68,2981.68,1,3250
630.34,630.34,0,390
762.51,762.51,0,0
4395.46,3953.73,0,0
1505.38,1505.38,0,0
4913.27,4393.28,0,0
2778.41,2199.75,1,3017.222
712.48,712.48,1,455
944,923.77,0,0
1549.02,1549.02,0,0
1102.61,1102.61,0,0
966.37,966.37,0,0
3972.83,3972.83,0,0
2583.2,2583.2,0,0
1966.45,1966.45,0,0
1359.64,1359.64,0,0
1655.11,1655.11,0,0
1158.54,1158.54,0,0
859.94,859.94,0,0
1775.71,1775.71,0,0
1490.85,1474.26,0,0
1076.5,1076.5,0,0
1431.28,1359.4,0,0
2545.69,2545.69,0,0
570.48,570.48,0,0
723.05,723.05,0,0
830.54,830.54,0,0
1792.95,1713.46,0,0
2398.52,2398.52,0,0
1873.53,1873.53,0,0
2773.01,2773.01,0,0
875.95,875.95,0,520
4440.28,4440.28,0,0
4415.44,4415.44,0,0
1330.86,1330.86,0,0
943.26,943.26,0,780
555.52,555.52,0,0
1507.82,958.42,0,1300
2844.18,2844.18,0,0
1438.39,1438.39,0,0
1708.26,1708.26,1,1560
2634.95,2436.95,0,0
3117.76,2801.25,0,0
811.48,811.48,0,390
670.81,667.34,0,0
611.36,607.09,0,0
1196.48,1149.81,1,970.670999999999
802.29,791.05,0,0
1293.3,1293.3,0,1040
644.09,644.09,0,390
2536.55,2536.55,0,0
726.59,726.59,0,325
786.17,786.17,0,520
1478.36,840.82,1,1300
1513.48,1513.48,1,1300
